id,text,county,created_at,sentiment_score,sentiment_label,keywords,retweet_count,favorite_count,source_type,username,location,title,source,url,health_relevance_score,interest_score,date,outbreak_occurred,is_recent,is_weekend,text_length,word_count,has_county,is_social_media,is_news,is_official,engagement_score,high_engagement
103,Health officials in Bungoma County have confirmed multiple cases of malaria. Residents are experiencing symptoms including sweating and sweating. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,bungoma,2025-07-27 04:44:32.963075,-0.23987070847562106,negative,"['malaria', 'bungoma']",0,0,news,,,Residents urged to take precautions as Malaria spreads in Bungoma,KBC News,https://synthetic-news.ke/article/1753580672_102,0.5,0,2025-07-27,1,False,True,284,42,1,0,1,1,0,0
104,"Nyeri County is experiencing an increase in malaria cases. Local hospitals have reported patients with fatigue, fatigue, and fatigue. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",nyeri,2025-09-14 12:44:32.963075,-0.37505828811434483,negative,"['malaria', 'nyeri']",0,0,news,,,Ministry of Health issues Malaria alert for Nyeri,Kenya Medical Times,https://synthetic-news.ke/article/1757843072_103,0.5,0,2025-09-14,1,False,True,263,36,1,0,1,1,0,0
105,"Kisumu County is experiencing an increase in meningitis cases. Local hospitals have reported patients with headache, headache, and headache. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",kisumu,2025-10-02 13:44:32.963075,-0.20045890269600336,negative,"['meningitis', 'kisumu']",0,0,news,,,Kisumu hospitals overwhelmed with Meningitis patients,Kenya Medical Times,https://synthetic-news.ke/article/1759401872_104,0.25,0,2025-10-02,0,False,False,270,36,1,0,1,1,0,0
106,The Nakuru County health department is investigating a suspected covid outbreak. Several residents have presented with weakness and weakness. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,nakuru,2025-10-04 03:44:32.963075,-0.3601530095732035,negative,"['covid', 'nakuru']",0,0,news,,,Nakuru County reports increase in Covid infections,Capital FM,https://synthetic-news.ke/article/1759538672_105,0.75,0,2025-10-04,1,False,True,274,36,1,0,1,1,0,0
107,The Kakamega County health department is investigating a suspected cholera outbreak. Several residents have presented with weakness and weakness. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,kakamega,2025-07-31 00:44:32.963075,-0.36861137052650106,negative,"['cholera', 'kakamega']",0,0,news,,,Ministry of Health issues Cholera alert for Kakamega,KBC News,https://synthetic-news.ke/article/1753911872_106,0.75,0,2025-07-31,1,False,False,278,36,1,0,1,1,0,0
108,Health officials in Nakuru County have confirmed multiple cases of influenza. Residents are experiencing symptoms including nausea and nausea. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,nakuru,2025-08-03 08:44:32.963075,-0.2884262822868177,negative,"['influenza', 'nakuru']",0,0,news,,,Ministry of Health issues Influenza alert for Nakuru,Citizen Digital,https://synthetic-news.ke/article/1754199872_107,0.5,0,2025-08-03,1,False,True,281,42,1,0,1,1,0,0
109,Health officials in Kitale County have confirmed multiple cases of dengue. Residents are experiencing symptoms including pain and pain. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,kitale,2025-08-20 10:44:32.963075,-0.3832532075175018,negative,"['dengue', 'kitale']",0,0,news,,,Health officials investigate Dengue outbreak in Kitale,Health Kenya,https://synthetic-news.ke/article/1755675872_108,0.25,0,2025-08-20,0,False,False,274,42,1,0,1,1,0,0
110,The Kitale County health department is investigating a suspected measles outbreak. Several residents have presented with pain and pain. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,kitale,2025-07-19 21:44:32.971224,-0.3114585870758858,negative,"['measles', 'kitale']",0,0,news,,,Kitale County reports increase in Measles infections,The Standard,https://synthetic-news.ke/article/1752950672_109,0.5,0,2025-07-19,1,False,True,268,36,1,0,1,1,0,0
111,Health officials in Bungoma County have confirmed multiple cases of covid. Residents are experiencing symptoms including vomiting and vomiting. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,bungoma,2025-10-05 03:44:32.971224,-0.36717230408408863,negative,"['covid', 'bungoma']",0,0,news,,,Health workers respond to Covid cases in Bungoma,Kenya Medical Times,https://synthetic-news.ke/article/1759625072_110,0.5,0,2025-10-05,1,True,True,282,42,1,0,1,1,0,0
112,Health officials in Bungoma County have confirmed multiple cases of diarrhea. Residents are experiencing symptoms including chills and chills. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,bungoma,2025-08-31 08:44:32.971224,-0.2749833849827433,negative,"['diarrhea', 'bungoma']",0,0,news,,,Ministry of Health issues Diarrhea alert for Bungoma,KBC News,https://synthetic-news.ke/article/1756619072_111,0.25,0,2025-08-31,0,False,True,281,42,1,0,1,1,0,0
113,The Kitale County health department is investigating a suspected tuberculosis outbreak. Several residents have presented with headache and headache. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,kitale,2025-07-19 08:44:32.971224,-0.28653417828242955,negative,"['tuberculosis', 'kitale']",0,0,news,,,Health officials investigate Tuberculosis outbreak in Kitale,Kenya Health News,https://synthetic-news.ke/article/1752903872_112,0.5,0,2025-07-19,1,False,True,281,36,1,0,1,1,0,0
114,Health officials in Garissa County have confirmed multiple cases of tuberculosis. Residents are experiencing symptoms including sweating and sweating. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,garissa,2025-09-30 13:44:32.975426,-0.3394693242235868,negative,"['tuberculosis', 'garissa']",0,0,news,,,Residents urged to take precautions as Tuberculosis spreads in Garissa,Kenya Medical Times,https://synthetic-news.ke/article/1759229072_113,0.25,0,2025-09-30,0,False,False,289,42,1,0,1,1,0,0
115,"Eldoret County is experiencing an increase in cholera cases. Local hospitals have reported patients with fever, fever, and fever. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",eldoret,2025-08-01 03:44:32.975426,-0.38802266433214777,negative,"['cholera', 'eldoret']",0,0,news,,,Health officials investigate Cholera outbreak in Eldoret,Kenya Health News,https://synthetic-news.ke/article/1754009072_114,0.75,0,2025-08-01,1,False,False,259,36,1,0,1,1,0,0
116,Health officials in Garissa County have confirmed multiple cases of cholera. Residents are experiencing symptoms including fatigue and fatigue. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,garissa,2025-08-01 03:44:32.975426,-0.3968519913964558,negative,"['cholera', 'garissa']",0,0,news,,,Cholera cases surge in Garissa County,Daily Nation,https://synthetic-news.ke/article/1754009072_115,0.5,0,2025-08-01,1,False,False,282,42,1,0,1,1,0,0
117,"Mombasa County is experiencing an increase in covid cases. Local hospitals have reported patients with fatigue, fatigue, and fatigue. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",mombasa,2025-07-31 10:44:32.979338,-0.27990726938057825,negative,"['covid', 'mombasa']",0,0,news,,,Covid outbreak: Mombasa County affected,Daily Nation,https://synthetic-news.ke/article/1753947872_116,0.5,0,2025-07-31,1,False,False,263,36,1,0,1,1,0,0
118,The Malindi County health department is investigating a suspected pneumonia outbreak. Several residents have presented with nausea and nausea. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,malindi,2025-08-21 08:44:32.979338,-0.31604767230977093,negative,"['pneumonia', 'malindi']",0,0,news,,,Pneumonia outbreak: Malindi County affected,Capital FM,https://synthetic-news.ke/article/1755755072_117,0.5,0,2025-08-21,1,False,False,275,36,1,0,1,1,0,0
119,Health officials in Nakuru County have confirmed multiple cases of flu. Residents are experiencing symptoms including sweating and sweating. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,nakuru,2025-08-29 14:44:32.982181,-0.2284938662169974,negative,"['flu', 'nakuru']",0,0,news,,,Residents urged to take precautions as Flu spreads in Nakuru,The Standard,https://synthetic-news.ke/article/1756467872_118,0.5,0,2025-08-29,1,False,False,279,42,1,0,1,1,0,0
120,"Kilifi County is experiencing an increase in tuberculosis cases. Local hospitals have reported patients with fever, fever, and fever. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",kilifi,2025-08-28 09:44:32.982181,-0.2905793107194924,negative,"['tuberculosis', 'kilifi']",0,0,news,,,Residents urged to take precautions as Tuberculosis spreads in Kilifi,KBC News,https://synthetic-news.ke/article/1756363472_119,0.5,0,2025-08-28,1,False,False,263,36,1,0,1,1,0,0
121,"Mombasa County is experiencing an increase in yellow fever cases. Local hospitals have reported patients with weakness, weakness, and weakness. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",mombasa,2025-08-24 23:44:32.984103,-0.3439361897812947,negative,"['yellow fever', 'mombasa']",0,0,news,,,Yellow Fever cases surge in Mombasa County,Kenya Health News,https://synthetic-news.ke/article/1756068272_120,0.5,0,2025-08-24,1,False,True,273,37,1,0,1,1,0,0
122,The Kitale County health department is investigating a suspected measles outbreak. Several residents have presented with chills and chills. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,kitale,2025-09-19 01:44:32.984103,-0.23963222039256138,negative,"['measles', 'kitale']",0,0,news,,,Health officials investigate Measles outbreak in Kitale,Capital FM,https://synthetic-news.ke/article/1758235472_121,0.5,0,2025-09-19,1,False,False,272,36,1,0,1,1,0,0
123,"Garissa County is experiencing an increase in dengue cases. Local hospitals have reported patients with headache, headache, and headache. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",garissa,2025-10-06 06:44:32.984103,-0.2580137767922538,negative,"['dengue', 'garissa']",0,0,news,,,Garissa County reports increase in Dengue infections,Health Kenya,https://synthetic-news.ke/article/1759722272_122,0.25,0,2025-10-06,0,True,False,267,36,1,0,1,1,0,0
124,Health officials in Kakamega County have confirmed multiple cases of pneumonia. Residents are experiencing symptoms including chills and chills. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,kakamega,2025-10-06 16:44:32.984103,-0.2821913704425437,negative,"['pneumonia', 'kakamega']",0,0,news,,,Kakamega hospitals overwhelmed with Pneumonia patients,Daily Nation,https://synthetic-news.ke/article/1759758272_123,0.25,0,2025-10-06,0,True,False,283,42,1,0,1,1,0,0
125,Health officials in Busia County have confirmed multiple cases of diarrhea. Residents are experiencing symptoms including sweating and sweating. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,busia,2025-09-24 05:44:32.984103,-0.20256262460937147,negative,"['diarrhea', 'busia']",0,0,news,,,Busia hospitals overwhelmed with Diarrhea patients,The Standard,https://synthetic-news.ke/article/1758681872_124,0.25,0,2025-09-24,0,False,False,283,42,1,0,1,1,0,0
126,The Machakos County health department is investigating a suspected diarrhea outbreak. Several residents have presented with weakness and weakness. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,machakos,2025-07-26 16:44:32.984103,-0.2733614471591024,negative,"['diarrhea', 'machakos']",0,0,news,,,Diarrhea cases surge in Machakos County,Health Kenya,https://synthetic-news.ke/article/1753537472_125,0.5,0,2025-07-26,1,False,True,279,36,1,0,1,1,0,0
127,"Kericho County is experiencing an increase in diarrhea cases. Local hospitals have reported patients with weakness, weakness, and weakness. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",kericho,2025-09-13 02:44:32.984103,-0.32087228611798563,negative,"['diarrhea', 'kericho']",0,0,news,,,Ministry of Health issues Diarrhea alert for Kericho,Health Kenya,https://synthetic-news.ke/article/1757720672_126,0.25,0,2025-09-13,0,False,True,269,36,1,0,1,1,0,0
128,Health officials in Nyeri County have confirmed multiple cases of flu. Residents are experiencing symptoms including dizziness and dizziness. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,nyeri,2025-08-03 16:44:32.984103,-0.260705063816023,negative,"['flu', 'nyeri']",0,0,news,,,Nyeri County reports increase in Flu infections,Citizen Digital,https://synthetic-news.ke/article/1754228672_127,0.5,0,2025-08-03,1,False,True,280,42,1,0,1,1,0,0
129,"Kitale County is experiencing an increase in covid cases. Local hospitals have reported patients with vomiting, vomiting, and vomiting. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",kitale,2025-08-12 06:44:32.984103,-0.34515686614173513,negative,"['covid', 'kitale']",0,0,news,,,Health workers respond to Covid cases in Kitale,Health Kenya,https://synthetic-news.ke/article/1754970272_128,0.5,0,2025-08-12,1,False,False,265,36,1,0,1,1,0,0
130,The Garissa County health department is investigating a suspected covid outbreak. Several residents have presented with vomiting and vomiting. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,garissa,2025-07-20 10:44:32.984103,-0.258375483352126,negative,"['covid', 'garissa']",0,0,news,,,Health officials investigate Covid outbreak in Garissa,The Standard,https://synthetic-news.ke/article/1752997472_129,0.75,0,2025-07-20,1,False,True,275,36,1,0,1,1,0,0
131,"Busia County is experiencing an increase in yellow fever cases. Local hospitals have reported patients with headache, headache, and headache. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",busia,2025-09-11 01:44:32.984103,-0.3284727512609827,negative,"['yellow fever', 'busia']",0,0,news,,,Residents urged to take precautions as Yellow Fever spreads in Busia,Daily Nation,https://synthetic-news.ke/article/1757544272_130,0.5,0,2025-09-11,1,False,False,271,37,1,0,1,1,0,0
132,The Busia County health department is investigating a suspected dengue outbreak. Several residents have presented with headache and headache. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,busia,2025-07-25 18:44:32.995172,-0.3889553315068284,negative,"['dengue', 'busia']",0,0,news,,,Ministry of Health issues Dengue alert for Busia,KBC News,https://synthetic-news.ke/article/1753458272_131,0.5,0,2025-07-25,1,False,False,274,36,1,0,1,1,0,0
133,The Machakos County health department is investigating a suspected pneumonia outbreak. Several residents have presented with nausea and nausea. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,machakos,2025-09-15 13:44:32.996249,-0.3936804968098369,negative,"['pneumonia', 'machakos']",0,0,news,,,Health officials investigate Pneumonia outbreak in Machakos,Daily Nation,https://synthetic-news.ke/article/1757933072_132,0.5,0,2025-09-15,1,False,False,276,36,1,0,1,1,0,0
134,Health officials in Kakamega County have confirmed multiple cases of influenza. Residents are experiencing symptoms including pain and pain. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,kakamega,2025-07-22 17:44:32.997278,-0.3342828429676691,negative,"['influenza', 'kakamega']",0,0,news,,,Residents urged to take precautions as Influenza spreads in Kakamega,Kenya Health News,https://synthetic-news.ke/article/1753195472_133,0.5,0,2025-07-22,1,False,False,279,42,1,0,1,1,0,0
135,The Kisii County health department is investigating a suspected dengue outbreak. Several residents have presented with sweating and sweating. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,kisii,2025-09-08 06:44:32.997278,-0.3722722410384012,negative,"['dengue', 'kisii']",0,0,news,,,Dengue outbreak: Kisii County affected,Health Kenya,https://synthetic-news.ke/article/1757303072_134,0.5,0,2025-09-08,1,False,False,274,36,1,0,1,1,0,0
136,"Busia County is experiencing an increase in pneumonia cases. Local hospitals have reported patients with nausea, nausea, and nausea. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",busia,2025-07-18 13:44:32.997278,-0.3560577235263054,negative,"['pneumonia', 'busia']",0,0,news,,,Ministry of Health issues Pneumonia alert for Busia,Health Kenya,https://synthetic-news.ke/article/1752835472_135,0.25,0,2025-07-18,0,False,False,262,36,1,0,1,1,0,0
137,"Busia County is experiencing an increase in pneumonia cases. Local hospitals have reported patients with vomiting, vomiting, and vomiting. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",busia,2025-09-04 19:44:32.997278,-0.3008965315000211,negative,"['pneumonia', 'busia']",0,0,news,,,Busia hospitals overwhelmed with Pneumonia patients,Health Kenya,https://synthetic-news.ke/article/1757004272_136,0.25,0,2025-09-04,0,False,False,268,36,1,0,1,1,0,0
138,"Nairobi County is experiencing an increase in yellow fever cases. Local hospitals have reported patients with fatigue, fatigue, and fatigue. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",nairobi,2025-08-11 02:44:32.997278,-0.22517320463567572,negative,"['yellow fever', 'nairobi']",0,0,news,,,Residents urged to take precautions as Yellow Fever spreads in Nairobi,Kenya Health News,https://synthetic-news.ke/article/1754869472_137,0.5,0,2025-08-11,1,False,False,270,37,1,0,1,1,0,0
139,The Nairobi County health department is investigating a suspected typhoid outbreak. Several residents have presented with dizziness and dizziness. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,nairobi,2025-09-04 11:44:32.997278,-0.29671869109177684,negative,"['typhoid', 'nairobi']",0,0,news,,,Residents urged to take precautions as Typhoid spreads in Nairobi,Citizen Digital,https://synthetic-news.ke/article/1756975472_138,0.5,0,2025-09-04,1,False,False,279,36,1,0,1,1,0,0
140,Health officials in Kisii County have confirmed multiple cases of tuberculosis. Residents are experiencing symptoms including fatigue and fatigue. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,kisii,2025-07-21 20:44:32.997278,-0.322079119509767,negative,"['tuberculosis', 'kisii']",0,0,news,,,Kisii hospitals overwhelmed with Tuberculosis patients,KBC News,https://synthetic-news.ke/article/1753119872_139,0.25,0,2025-07-21,0,False,False,285,42,1,0,1,1,0,0
141,"Kakamega County is experiencing an increase in flu cases. Local hospitals have reported patients with nausea, nausea, and nausea. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",kakamega,2025-08-27 02:44:32.997278,-0.31728086989971094,negative,"['flu', 'kakamega']",0,0,news,,,Flu cases surge in Kakamega County,KBC News,https://synthetic-news.ke/article/1756251872_140,0.5,0,2025-08-27,1,False,False,259,36,1,0,1,1,0,0
142,"Garissa County is experiencing an increase in measles cases. Local hospitals have reported patients with chills, chills, and chills. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",garissa,2025-09-22 15:44:32.997278,-0.31930187126670573,negative,"['measles', 'garissa']",0,0,news,,,Ministry of Health issues Measles alert for Garissa,Capital FM,https://synthetic-news.ke/article/1758545072_141,0.25,0,2025-09-22,0,False,False,262,36,1,0,1,1,0,0
143,The Nyeri County health department is investigating a suspected covid outbreak. Several residents have presented with sweating and sweating. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,nyeri,2025-07-17 16:44:32.997278,-0.25235460995002135,negative,"['covid', 'nyeri']",0,0,news,,,Covid outbreak: Nyeri County affected,Kenya Medical Times,https://synthetic-news.ke/article/1752759872_142,0.75,0,2025-07-17,1,False,False,273,36,1,0,1,1,0,0
144,"Thika County is experiencing an increase in malaria cases. Local hospitals have reported patients with chills, chills, and chills. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",thika,2025-07-17 20:44:32.997278,-0.23951472634889995,negative,"['malaria', 'thika']",0,0,news,,,Thika County reports increase in Malaria infections,KBC News,https://synthetic-news.ke/article/1752774272_143,0.5,0,2025-07-17,1,False,False,260,36,1,0,1,1,0,0
145,The Kericho County health department is investigating a suspected influenza outbreak. Several residents have presented with headache and headache. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,kericho,2025-09-16 00:44:32.997278,-0.3625762203350352,negative,"['influenza', 'kericho']",0,0,news,,,Kericho County reports increase in Influenza infections,Daily Nation,https://synthetic-news.ke/article/1757972672_144,0.75,0,2025-09-16,1,False,False,279,36,1,0,1,1,0,0
146,Health officials in Nakuru County have confirmed multiple cases of meningitis. Residents are experiencing symptoms including fever and fever. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,nakuru,2025-07-27 16:44:32.997278,-0.2636611383016569,negative,"['meningitis', 'nakuru']",0,0,news,,,Nakuru County reports increase in Meningitis infections,KBC News,https://synthetic-news.ke/article/1753623872_145,0.5,0,2025-07-27,1,False,True,280,42,1,0,1,1,0,0
147,The Kakamega County health department is investigating a suspected malaria outbreak. Several residents have presented with cough and cough. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,kakamega,2025-08-15 01:44:32.997278,-0.3708537410072726,negative,"['malaria', 'kakamega']",0,0,news,,,Kakamega County reports increase in Malaria infections,KBC News,https://synthetic-news.ke/article/1755211472_146,0.75,0,2025-08-15,1,False,False,272,36,1,0,1,1,0,0
148,Health officials in Mombasa County have confirmed multiple cases of flu. Residents are experiencing symptoms including nausea and nausea. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,mombasa,2025-07-15 23:44:32.997278,-0.26480991444808677,negative,"['flu', 'mombasa']",0,0,news,,,Mombasa hospitals overwhelmed with Flu patients,Kenya Medical Times,https://synthetic-news.ke/article/1752612272_147,0.5,0,2025-07-15,1,False,False,276,42,1,0,1,1,0,0
149,The Bungoma County health department is investigating a suspected yellow fever outbreak. Several residents have presented with pain and pain. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,bungoma,2025-09-18 16:44:33.010924,-0.34466550829942344,negative,"['yellow fever', 'bungoma']",0,0,news,,,Residents urged to take precautions as Yellow Fever spreads in Bungoma,Kenya Medical Times,https://synthetic-news.ke/article/1758203073_148,0.75,0,2025-09-18,1,False,False,274,37,1,0,1,1,0,0
150,"Bungoma County is experiencing an increase in flu cases. Local hospitals have reported patients with headache, headache, and headache. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",bungoma,2025-09-10 08:44:33.012750,-0.3304221871191279,negative,"['flu', 'bungoma']",0,0,news,,,Health officials investigate Flu outbreak in Bungoma,The Standard,https://synthetic-news.ke/article/1757483073_149,0.5,0,2025-09-10,1,False,False,264,36,1,0,1,1,0,0
151,"Busia County is experiencing an increase in influenza cases. Local hospitals have reported patients with vomiting, vomiting, and vomiting. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",busia,2025-09-30 04:44:33.012750,-0.37894871408978115,negative,"['influenza', 'busia']",0,0,news,,,Busia County reports increase in Influenza infections,Daily Nation,https://synthetic-news.ke/article/1759196673_150,0.5,0,2025-09-30,1,False,False,268,36,1,0,1,1,0,0
152,Health officials in Kericho County have confirmed multiple cases of yellow fever. Residents are experiencing symptoms including dizziness and dizziness. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,kericho,2025-09-20 23:44:33.012750,-0.3599623691595431,negative,"['yellow fever', 'kericho']",0,0,news,,,Health workers respond to Yellow Fever cases in Kericho,KBC News,https://synthetic-news.ke/article/1758401073_151,0.5,0,2025-09-20,1,False,True,291,43,1,0,1,1,0,0
153,The Meru County health department is investigating a suspected malaria outbreak. Several residents have presented with dizziness and dizziness. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,meru,2025-07-18 11:44:33.012750,-0.21037393336927776,negative,"['malaria', 'meru']",0,0,news,,,Malaria cases surge in Meru County,Health Kenya,https://synthetic-news.ke/article/1752828273_152,0.75,0,2025-07-18,1,False,False,276,36,1,0,1,1,0,0
154,"Nakuru County is experiencing an increase in measles cases. Local hospitals have reported patients with fatigue, fatigue, and fatigue. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",nakuru,2025-09-01 06:44:33.012750,-0.3913487087002213,negative,"['measles', 'nakuru']",0,0,news,,,Residents urged to take precautions as Measles spreads in Nakuru,The Standard,https://synthetic-news.ke/article/1756698273_153,0.25,0,2025-09-01,0,False,False,264,36,1,0,1,1,0,0
155,The Kitale County health department is investigating a suspected meningitis outbreak. Several residents have presented with cough and cough. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,kitale,2025-07-27 08:44:33.017988,-0.2959642210872359,negative,"['meningitis', 'kitale']",0,0,news,,,Kitale hospitals overwhelmed with Meningitis patients,KBC News,https://synthetic-news.ke/article/1753595073_154,0.5,0,2025-07-27,1,False,True,273,36,1,0,1,1,0,0
156,"Thika County is experiencing an increase in diarrhea cases. Local hospitals have reported patients with fever, fever, and fever. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",thika,2025-07-14 15:44:33.018993,-0.3551495498595054,negative,"['diarrhea', 'thika']",0,0,news,,,Health officials investigate Diarrhea outbreak in Thika,Kenya Health News,https://synthetic-news.ke/article/1752497073_155,0.5,0,2025-07-14,1,False,False,258,36,1,0,1,1,0,0
157,Health officials in Meru County have confirmed multiple cases of flu. Residents are experiencing symptoms including dizziness and dizziness. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,meru,2025-08-19 07:44:33.018993,-0.2558322493986916,negative,"['flu', 'meru']",0,0,news,,,Meru hospitals overwhelmed with Flu patients,The Standard,https://synthetic-news.ke/article/1755578673_156,0.5,0,2025-08-19,1,False,False,279,42,1,0,1,1,0,0
158,Health officials in Nyeri County have confirmed multiple cases of influenza. Residents are experiencing symptoms including cough and cough. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,nyeri,2025-07-23 15:44:33.021219,-0.21882344032798004,negative,"['influenza', 'nyeri']",0,0,news,,,Influenza outbreak: Nyeri County affected,Citizen Digital,https://synthetic-news.ke/article/1753274673_157,0.5,0,2025-07-23,1,False,False,278,42,1,0,1,1,0,0
159,The Eldoret County health department is investigating a suspected dengue outbreak. Several residents have presented with chills and chills. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,eldoret,2025-08-15 07:44:33.021219,-0.23875480935438873,negative,"['dengue', 'eldoret']",0,0,news,,,Dengue outbreak: Eldoret County affected,Capital FM,https://synthetic-news.ke/article/1755233073_158,0.5,0,2025-08-15,1,False,False,272,36,1,0,1,1,0,0
160,Health officials in Malindi County have confirmed multiple cases of tuberculosis. Residents are experiencing symptoms including vomiting and vomiting. The Ministry of Health has deployed response teams to the area. People are advised to seek medical attention if they develop any symptoms.,malindi,2025-08-28 01:44:33.025205,-0.3076557475346705,negative,"['tuberculosis', 'malindi']",0,0,news,,,Health workers respond to Tuberculosis cases in Malindi,Daily Nation,https://synthetic-news.ke/article/1756334673_159,0.25,0,2025-08-28,0,False,False,289,42,1,0,1,1,0,0
161,The Busia County health department is investigating a suspected pneumonia outbreak. Several residents have presented with fever and fever. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,busia,2025-08-05 16:44:33.025205,-0.3647368780278936,negative,"['pneumonia', 'busia']",0,0,news,,,Busia hospitals overwhelmed with Pneumonia patients,Capital FM,https://synthetic-news.ke/article/1754401473_160,0.75,0,2025-08-05,1,False,False,271,36,1,0,1,1,0,0
162,"Machakos County is experiencing an increase in measles cases. Local hospitals have reported patients with cough, cough, and cough. Health workers are conducting community awareness campaigns. Authorities urge residents to maintain hygiene and report any cases.",machakos,2025-07-24 07:44:33.027216,-0.22806947339897854,negative,"['measles', 'machakos']",0,0,news,,,Machakos hospitals overwhelmed with Measles patients,Kenya Health News,https://synthetic-news.ke/article/1753332273_161,0.25,0,2025-07-24,0,False,False,260,36,1,0,1,1,0,0
163,The Thika County health department is investigating a suspected typhoid outbreak. Several residents have presented with weakness and weakness. Water sources are being tested and preventive measures implemented. Community members are encouraged to take precautionary measures.,thika,2025-08-10 02:44:33.027216,-0.23291274981598542,negative,"['typhoid', 'thika']",0,0,news,,,Health officials investigate Typhoid outbreak in Thika,Capital FM,https://synthetic-news.ke/article/1754783073_162,0.5,0,2025-08-10,1,False,True,275,36,1,0,1,1,0,0
